DEPARTAMENTO,MUNICIPIO,TOTAL,TOPE GASTOS,MAX_CURUL,GERENTE DE CAMPAÑA,departamento_normalizado,ciudad_normalizado,TOPE DONACIONES
VALLE,YOTOCO,15193,144319596,1,NO,valle,yotoco,14431959.600000001
VALLE,YUMBO,107587,1647076017,1,SI,valle,yumbo,164707601.70000002
VALLE,ZARZAL,39369,274894466,1,SI,valle,zarzal,27489446.6
VAUPES,BUENOS AIRES (PACOA),1147,144319596,1,NO,vaupes,buenos aires (pacoa),14431959.600000001
VAUPES,CARURU,1776,144319596,1,NO,vaupes,caruru,14431959.600000001
VAUPES,MITU,18497,144319596,1,NO,vaupes,mitu,14431959.600000001
VAUPES,MORICHAL (PAPUNAGUA),174,144319596,1,NO,vaupes,morichal (papunagua),14431959.600000001
VAUPES,TARAIRA,1822,144319596,1,NO,vaupes,taraira,14431959.600000001
VAUPES,YAVARATE,988,144319596,1,NO,vaupes,yavarate,14431959.600000001
VICHADA,CUMARIBO,23226,144319596,1,NO,vichada,cumaribo,14431959.600000001
VICHADA,LA PRIMAVERA,7430,144319596,1,NO,vichada,la primavera,14431959.600000001
VICHADA,PUERTO CARREÑO,20396,144319596,1,NO,vichada,puerto carreno,14431959.600000001
VICHADA,SANTA ROSALIA,3377,144319596,1,NO,vichada,santa rosalia,14431959.600000001
