DEPARTAMENTO,MUNICIPIO,TOTAL,TOPE GASTOS,MAX_CURUL,GERENTE DE CAMPAÑA,departamento_normalizado,ciudad_normalizado,TOPE DONACIONES
NARIÑO,LA LLANADA,4160,144319596,1,NO,narino,la llanada,14431959.600000001
NARIÑO,LA TOLA,5874,144319596,1,NO,narino,la tola,14431959.600000001
NARIÑO,LA UNION,23652,144319596,1,NO,narino,la union,14431959.600000001
NARIÑO,LEIVA,9056,144319596,1,NO,narino,leiva,14431959.600000001
NARIÑO,LINARES,8660,144319596,1,NO,narino,linares,14431959.600000001
NARIÑO,LOS ANDES (SOTOMAYOR),7951,144319596,1,NO,narino,los andes (sotomayor),14431959.600000001
NARIÑO,MAGUI (PAYAN),7243,144319596,1,NO,narino,magui (payan),14431959.600000001
NARIÑO,MALLAMA (PIEDRANCHA),6361,144319596,1,NO,narino,mallama (piedrancha),14431959.600000001
NARIÑO,MOSQUERA,7138,144319596,1,NO,narino,mosquera,14431959.600000001
NARIÑO,NARIÑO,5071,144319596,1,NO,narino,narino,14431959.600000001
NARIÑO,OLAYA HERRERA,16016,144319596,1,NO,narino,olaya herrera,14431959.600000001
NARIÑO,OSPINA,5993,144319596,1,NO,narino,ospina,14431959.600000001
NARIÑO,PASTO,313362,1862410015,1,SI,narino,pasto,186241001.5
NARIÑO,POLICARPA,11842,144319596,1,NO,narino,policarpa,14431959.600000001
NARIÑO,POTOSI,10023,144319596,1,NO,narino,potosi,14431959.600000001
NARIÑO,PROVIDENCIA,4986,144319596,1,NO,narino,providencia,14431959.600000001
NARIÑO,PUERRES,7821,144319596,1,NO,narino,puerres,14431959.600000001
NARIÑO,PUPIALES,15537,144319596,1,NO,narino,pupiales,14431959.600000001
NARIÑO,RICAURTE,19254,144319596,1,NO,narino,ricaurte,14431959.600000001
NARIÑO,ROBERTO PAYAN (SAN JOSE),9793,144319596,1,NO,narino,roberto payan (san jose),14431959.600000001
NARIÑO,SAMANIEGO,23210,144319596,1,NO,narino,samaniego,14431959.600000001
NARIÑO,SAN BERNARDO,6843,144319596,1,NO,narino,san bernardo,14431959.600000001
NARIÑO,SAN LORENZO,13476,144319596,1,NO,narino,san lorenzo,14431959.600000001
NARIÑO,SAN PABLO,11937,144319596,1,NO,narino,san pablo,14431959.600000001
NARIÑO,SAN PEDRO DE CARTAGO,5870,144319596,1,NO,narino,san pedro de cartago,14431959.600000001
NARIÑO,SANDONA,17217,144319596,1,NO,narino,sandona,14431959.600000001
NARIÑO,SANTA BARBARA (ISCUANDE),7713,144319596,1,NO,narino,santa barbara (iscuande),14431959.600000001
NARIÑO,SANTACRUZ (GUACHAVES),7466,144319596,1,NO,narino,santacruz (guachaves),14431959.600000001
NARIÑO,SAPUYES,5747,144319596,1,NO,narino,sapuyes,14431959.600000001
NARIÑO,TAMINANGO,14027,144319596,1,NO,narino,taminango,14431959.600000001
NARIÑO,TANGUA,10143,144319596,1,NO,narino,tangua,14431959.600000001
NARIÑO,TUMACO,135145,1647076017,1,SI,narino,tumaco,164707601.70000002
NARIÑO,TUQUERRES,36350,274894466,1,SI,narino,tuquerres,27489446.6
NARIÑO,YACUANQUER,8970,144319596,1,NO,narino,yacuanquer,14431959.600000001
NORTE DE SANTANDER,ABREGO,25131,274894466,1,SI,norte de santander,abrego,27489446.6
NORTE DE SANTANDER,ARBOLEDAS,7621,144319596,1,NO,norte de santander,arboledas,14431959.600000001
NORTE DE SANTANDER,BOCHALEMA,8405,144319596,1,NO,norte de santander,bochalema,14431959.600000001
NORTE DE SANTANDER,BUCARASICA,4241,144319596,1,NO,norte de santander,bucarasica,14431959.600000001
NORTE DE SANTANDER,CACHIRA,7535,144319596,1,NO,norte de santander,cachira,14431959.600000001
NORTE DE SANTANDER,CACOTA,2566,144319596,1,NO,norte de santander,cacota,14431959.600000001
NORTE DE SANTANDER,CHINACOTA,16089,144319596,1,NO,norte de santander,chinacota,14431959.600000001
NORTE DE SANTANDER,CHITAGA,8971,144319596,1,NO,norte de santander,chitaga,14431959.600000001
NORTE DE SANTANDER,CONVENCION,17139,144319596,1,NO,norte de santander,convencion,14431959.600000001
NORTE DE SANTANDER,CUCUTA,627374,2465931344,1,SI,norte de santander,cucuta,246593134.4
NORTE DE SANTANDER,CUCUTILLA,6876,144319596,1,NO,norte de santander,cucutilla,14431959.600000001
NORTE DE SANTANDER,DURANIA,7100,144319596,1,NO,norte de santander,durania,14431959.600000001
NORTE DE SANTANDER,EL CARMEN,10760,144319596,1,NO,norte de santander,el carmen,14431959.600000001
NORTE DE SANTANDER,EL TARRA,15765,144319596,1,NO,norte de santander,el tarra,14431959.600000001
NORTE DE SANTANDER,EL ZULIA,24527,144319596,1,NO,norte de santander,el zulia,14431959.600000001
NORTE DE SANTANDER,GRAMALOTE,5802,144319596,1,NO,norte de santander,gramalote,14431959.600000001
NORTE DE SANTANDER,HACARI,7978,144319596,1,NO,norte de santander,hacari,14431959.600000001
NORTE DE SANTANDER,HERRAN,5239,144319596,1,NO,norte de santander,herran,14431959.600000001
NORTE DE SANTANDER,LA ESPERANZA,9676,144319596,1,NO,norte de santander,la esperanza,14431959.600000001
NORTE DE SANTANDER,LA PLAYA,7229,144319596,1,NO,norte de santander,la playa,14431959.600000001
NORTE DE SANTANDER,LABATECA,5683,144319596,1,NO,norte de santander,labateca,14431959.600000001
NORTE DE SANTANDER,LOS PATIOS,85908,824683400,1,SI,norte de santander,los patios,82468340.0
NORTE DE SANTANDER,LOURDES,3694,144319596,1,NO,norte de santander,lourdes,14431959.600000001
NORTE DE SANTANDER,MUTISCUA,3265,144319596,1,NO,norte de santander,mutiscua,14431959.600000001
NORTE DE SANTANDER,OCAÑA,86142,824683400,1,SI,norte de santander,ocana,82468340.0
NORTE DE SANTANDER,PAMPLONA,50051,824683400,1,SI,norte de santander,pamplona,82468340.0
NORTE DE SANTANDER,PAMPLONITA,4326,144319596,1,NO,norte de santander,pamplonita,14431959.600000001
NORTE DE SANTANDER,PUERTO SANTANDER,19583,144319596,1,NO,norte de santander,puerto santander,14431959.600000001
NORTE DE SANTANDER,RAGONVALIA,10123,144319596,1,NO,norte de santander,ragonvalia,14431959.600000001
NORTE DE SANTANDER,SALAZAR,9818,144319596,1,NO,norte de santander,salazar,14431959.600000001
NORTE DE SANTANDER,SAN CALIXTO,8107,144319596,1,NO,norte de santander,san calixto,14431959.600000001
NORTE DE SANTANDER,SAN CAYETANO,10211,144319596,1,NO,norte de santander,san cayetano,14431959.600000001
NORTE DE SANTANDER,SANTIAGO,5390,144319596,1,NO,norte de santander,santiago,14431959.600000001
NORTE DE SANTANDER,SARDINATA,20694,144319596,1,NO,norte de santander,sardinata,14431959.600000001
NORTE DE SANTANDER,SILOS,4724,144319596,1,NO,norte de santander,silos,14431959.600000001
NORTE DE SANTANDER,TEORAMA,11302,144319596,1,NO,norte de santander,teorama,14431959.600000001
NORTE DE SANTANDER,TIBU,45056,274894466,1,SI,norte de santander,tibu,27489446.6
NORTE DE SANTANDER,TOLEDO,13073,144319596,1,NO,norte de santander,toledo,14431959.600000001
NORTE DE SANTANDER,VILLA CARO,4131,144319596,1,NO,norte de santander,villa caro,14431959.600000001
NORTE DE SANTANDER,VILLA DEL ROSARIO,104706,1647076017,1,SI,norte de santander,villa del rosario,164707601.70000002
PUTUMAYO,COLON,4665,144319596,1,NO,putumayo,colon,14431959.600000001
PUTUMAYO,MOCOA,41336,274894466,1,SI,putumayo,mocoa,27489446.6
PUTUMAYO,ORITO,29971,274894466,1,SI,putumayo,orito,27489446.6
PUTUMAYO,PUERTO ASIS,50577,824683400,1,SI,putumayo,puerto asis,82468340.0
PUTUMAYO,PUERTO CAICEDO,10294,144319596,1,NO,putumayo,puerto caicedo,14431959.600000001
PUTUMAYO,PUERTO GUZMAN,12443,144319596,1,NO,putumayo,puerto guzman,14431959.600000001
PUTUMAYO,PUERTO LEGUIZAMO,15748,144319596,1,NO,putumayo,puerto leguizamo,14431959.600000001
PUTUMAYO,SAN FRANCISCO,4924,144319596,1,NO,putumayo,san francisco,14431959.600000001
PUTUMAYO,SAN MIGUEL (LA DORADA),14372,144319596,1,NO,putumayo,san miguel (la dorada),14431959.600000001
PUTUMAYO,SANTIAGO,6610,144319596,1,NO,putumayo,santiago,14431959.600000001
PUTUMAYO,SIBUNDOY,11165,144319596,1,NO,putumayo,sibundoy,14431959.600000001
PUTUMAYO,VALLE DEL GUAMUEZ (LA HORMIGA),28745,274894466,1,SI,putumayo,valle del guamuez (la hormiga),27489446.6
PUTUMAYO,VILLAGARZON,19919,144319596,1,NO,putumayo,villagarzon,14431959.600000001
QUINDIO,ARMENIA,273196,1862410015,1,SI,quindio,armenia,186241001.5
QUINDIO,BUENAVISTA,2788,144319596,1,NO,quindio,buenavista,14431959.600000001
QUINDIO,CALARCA,63320,824683400,1,SI,quindio,calarca,82468340.0
QUINDIO,CIRCASIA,24481,144319596,1,NO,quindio,circasia,14431959.600000001
QUINDIO,CORDOBA,5675,144319596,1,NO,quindio,cordoba,14431959.600000001
QUINDIO,FILANDIA,10872,144319596,1,NO,quindio,filandia,14431959.600000001
QUINDIO,GENOVA,7504,144319596,1,NO,quindio,genova,14431959.600000001
QUINDIO,LA TEBAIDA,30462,274894466,1,SI,quindio,la tebaida,27489446.6
QUINDIO,MONTENEGRO,35856,274894466,1,SI,quindio,montenegro,27489446.6
QUINDIO,PIJAO,6080,144319596,1,NO,quindio,pijao,14431959.600000001
QUINDIO,QUIMBAYA,31167,274894466,1,SI,quindio,quimbaya,27489446.6
QUINDIO,SALENTO,6174,144319596,1,NO,quindio,salento,14431959.600000001
RISARALDA,APIA,10790,144319596,1,NO,risaralda,apia,14431959.600000001
RISARALDA,BALBOA,5955,144319596,1,NO,risaralda,balboa,14431959.600000001
RISARALDA,BELEN DE UMBRIA,22809,144319596,1,NO,risaralda,belen de umbria,14431959.600000001
RISARALDA,DOSQUEBRADAS,178011,1647076017,1,SI,risaralda,dosquebradas,164707601.70000002
RISARALDA,GUATICA,10963,144319596,1,NO,risaralda,guatica,14431959.600000001
RISARALDA,LA CELIA,6961,144319596,1,NO,risaralda,la celia,14431959.600000001
RISARALDA,LA VIRGINIA,34534,274894466,1,SI,risaralda,la virginia,27489446.6
RISARALDA,MARSELLA,16079,144319596,1,NO,risaralda,marsella,14431959.600000001
RISARALDA,MISTRATO,12482,144319596,1,NO,risaralda,mistrato,14431959.600000001
RISARALDA,PEREIRA,443268,1862410015,1,SI,risaralda,pereira,186241001.5
RISARALDA,PUEBLO RICO,11641,144319596,1,NO,risaralda,pueblo rico,14431959.600000001
RISARALDA,QUINCHIA,21476,144319596,1,NO,risaralda,quinchia,14431959.600000001
RISARALDA,SANTA ROSA DE CABAL,67011,824683400,1,SI,risaralda,santa rosa de cabal,82468340.0
RISARALDA,SANTUARIO,12291,144319596,1,NO,risaralda,santuario,14431959.600000001
SAN ANDRES,PROVIDENCIA,4811,144319596,1,NO,san andres,providencia,14431959.600000001
SAN ANDRES,SAN ANDRES,47807,274894466,1,SI,san andres,san andres,27489446.6
SANTANDER,AGUADA,1527,144319596,1,NO,santander,aguada,14431959.600000001
SANTANDER,ALBANIA,3446,144319596,1,NO,santander,albania,14431959.600000001
SANTANDER,ARATOCA,6963,144319596,1,NO,santander,aratoca,14431959.600000001
SANTANDER,BARBOSA,26731,274894466,1,SI,santander,barbosa,27489446.6
SANTANDER,BARICHARA,7308,144319596,1,NO,santander,barichara,14431959.600000001
SANTANDER,BARRANCABERMEJA,185682,1647076017,1,SI,santander,barrancabermeja,164707601.70000002
SANTANDER,BETULIA,4352,144319596,1,NO,santander,betulia,14431959.600000001
SANTANDER,BOLIVAR,8215,144319596,1,NO,santander,bolivar,14431959.600000001
SANTANDER,BUCARAMANGA,520595,2465931344,1,SI,santander,bucaramanga,246593134.4
SANTANDER,CABRERA,1804,144319596,1,NO,santander,cabrera,14431959.600000001
SANTANDER,CALIFORNIA,1745,144319596,1,NO,santander,california,14431959.600000001
SANTANDER,CAPITANEJO,5094,144319596,1,NO,santander,capitanejo,14431959.600000001
SANTANDER,CARCASI,3702,144319596,1,NO,santander,carcasi,14431959.600000001
SANTANDER,CEPITA,2102,144319596,1,NO,santander,cepita,14431959.600000001
SANTANDER,CERRITO,5365,144319596,1,NO,santander,cerrito,14431959.600000001
SANTANDER,CHARALA,10068,144319596,1,NO,santander,charala,14431959.600000001
SANTANDER,CHARTA,3341,144319596,1,NO,santander,charta,14431959.600000001
SANTANDER,CHIMA,2658,144319596,1,NO,santander,chima,14431959.600000001
SANTANDER,CHIPATA,4373,144319596,1,NO,santander,chipata,14431959.600000001
SANTANDER,CIMITARRA,29451,274894466,1,SI,santander,cimitarra,27489446.6
SANTANDER,CONCEPCION,5277,144319596,1,NO,santander,concepcion,14431959.600000001
SANTANDER,CONFINES,2790,144319596,1,NO,santander,confines,14431959.600000001
SANTANDER,CONTRATACION,3062,144319596,1,NO,santander,contratacion,14431959.600000001
SANTANDER,COROMORO,4309,144319596,1,NO,santander,coromoro,14431959.600000001
SANTANDER,CURITI,9949,144319596,1,NO,santander,curiti,14431959.600000001
SANTANDER,EL CARMEN,12005,144319596,1,NO,santander,el carmen,14431959.600000001
SANTANDER,EL GUACAMAYO,1608,144319596,1,NO,santander,el guacamayo,14431959.600000001
SANTANDER,EL PEÑON,3824,144319596,1,NO,santander,el penon,14431959.600000001
SANTANDER,EL PLAYON,12751,144319596,1,NO,santander,el playon,14431959.600000001
SANTANDER,ENCINO,2202,144319596,1,NO,santander,encino,14431959.600000001
SANTANDER,ENCISO,3409,144319596,1,NO,santander,enciso,14431959.600000001
SANTANDER,FLORIAN,6020,144319596,1,NO,santander,florian,14431959.600000001
SANTANDER,FLORIDABLANCA,215506,1647076017,1,SI,santander,floridablanca,164707601.70000002
SANTANDER,GALAN,2584,144319596,1,NO,santander,galan,14431959.600000001
SANTANDER,GAMBITA,3383,144319596,1,NO,santander,gambita,14431959.600000001
SANTANDER,GIRON,127773,1647076017,1,SI,santander,giron,164707601.70000002
SANTANDER,GUACA,5542,144319596,1,NO,santander,guaca,14431959.600000001
SANTANDER,GUADALUPE,4389,144319596,1,NO,santander,guadalupe,14431959.600000001
SANTANDER,GUAPOTA,2029,144319596,1,NO,santander,guapota,14431959.600000001
SANTANDER,GUAVATA,4681,144319596,1,NO,santander,guavata,14431959.600000001
SANTANDER,GUEPSA,4389,144319596,1,NO,santander,guepsa,14431959.600000001
SANTANDER,HATO,2078,144319596,1,NO,santander,hato,14431959.600000001
SANTANDER,JESUS MARIA,3531,144319596,1,NO,santander,jesus maria,14431959.600000001
SANTANDER,JORDAN,1322,144319596,1,NO,santander,jordan,14431959.600000001
SANTANDER,LA BELLEZA,5934,144319596,1,NO,santander,la belleza,14431959.600000001
SANTANDER,LA PAZ,4105,144319596,1,NO,santander,la paz,14431959.600000001
SANTANDER,LANDAZURI,9975,144319596,1,NO,santander,landazuri,14431959.600000001
SANTANDER,LEBRIJA,35629,274894466,1,SI,santander,lebrija,27489446.6
SANTANDER,LOS SANTOS,10085,144319596,1,NO,santander,los santos,14431959.600000001
SANTANDER,MACARAVITA,2347,144319596,1,NO,santander,macaravita,14431959.600000001
SANTANDER,MALAGA,16677,144319596,1,NO,santander,malaga,14431959.600000001
SANTANDER,MATANZA,5231,144319596,1,NO,santander,matanza,14431959.600000001
SANTANDER,MOGOTES,8018,144319596,1,NO,santander,mogotes,14431959.600000001
SANTANDER,MOLAGAVITA,3813,144319596,1,NO,santander,molagavita,14431959.600000001
SANTANDER,OCAMONTE,4020,144319596,1,NO,santander,ocamonte,14431959.600000001
SANTANDER,OIBA,9717,144319596,1,NO,santander,oiba,14431959.600000001
SANTANDER,ONZAGA,3711,144319596,1,NO,santander,onzaga,14431959.600000001
SANTANDER,PALMAR,1595,144319596,1,NO,santander,palmar,14431959.600000001
SANTANDER,PALMAS DEL SOCORRO,2420,144319596,1,NO,santander,palmas del socorro,14431959.600000001
SANTANDER,PARAMO,3882,144319596,1,NO,santander,paramo,14431959.600000001
SANTANDER,PIEDECUESTA,124571,1647076017,1,SI,santander,piedecuesta,164707601.70000002
SANTANDER,PINCHOTE,3634,144319596,1,NO,santander,pinchote,14431959.600000001
SANTANDER,PUENTE NACIONAL,13137,144319596,1,NO,santander,puente nacional,14431959.600000001
SANTANDER,PUERTO PARRA,6477,144319596,1,NO,santander,puerto parra,14431959.600000001
SANTANDER,PUERTO WILCHES,25393,274894466,1,SI,santander,puerto wilches,27489446.6
SANTANDER,RIONEGRO,24451,144319596,1,NO,santander,rionegro,14431959.600000001
SANTANDER,SABANA DE TORRES,23926,144319596,1,NO,santander,sabana de torres,14431959.600000001
SANTANDER,SAN ANDRES,6845,144319596,1,NO,santander,san andres,14431959.600000001
SANTANDER,SAN BENITO,2969,144319596,1,NO,santander,san benito,14431959.600000001
SANTANDER,SAN GIL,45879,274894466,1,SI,santander,san gil,27489446.6
SANTANDER,SAN JOAQUIN,2290,144319596,1,NO,santander,san joaquin,14431959.600000001
SANTANDER,SAN JOSE DE MIRANDA,4309,144319596,1,NO,santander,san jose de miranda,14431959.600000001
SANTANDER,SAN MIGUEL,2249,144319596,1,NO,santander,san miguel,14431959.600000001
SANTANDER,SAN VICENTE DE CHUCURI,24814,144319596,1,NO,santander,san vicente de chucuri,14431959.600000001
SANTANDER,SANTA BARBARA,2264,144319596,1,NO,santander,santa barbara,14431959.600000001
SANTANDER,SANTA HELENA DEL OPON,3434,144319596,1,NO,santander,santa helena del opon,14431959.600000001
SANTANDER,SIMACOTA,6208,144319596,1,NO,santander,simacota,14431959.600000001
SANTANDER,SOCORRO,25317,274894466,1,SI,santander,socorro,27489446.6
SANTANDER,SUAITA,8676,144319596,1,NO,santander,suaita,14431959.600000001
SANTANDER,SUCRE,5684,144319596,1,NO,santander,sucre,14431959.600000001
SANTANDER,SURATA,3550,144319596,1,NO,santander,surata,14431959.600000001
SANTANDER,TONA,5265,144319596,1,NO,santander,tona,14431959.600000001
SANTANDER,VALLE DE SAN JOSE,5163,144319596,1,NO,santander,valle de san jose,14431959.600000001
SANTANDER,VELEZ,16783,144319596,1,NO,santander,velez,14431959.600000001
SANTANDER,VETAS,1484,144319596,1,NO,santander,vetas,14431959.600000001
SANTANDER,VILLANUEVA,6954,144319596,1,NO,santander,villanueva,14431959.600000001
SANTANDER,ZAPATOCA,8027,144319596,1,NO,santander,zapatoca,14431959.600000001
SUCRE,BUENAVISTA,10270,144319596,1,NO,sucre,buenavista,14431959.600000001
SUCRE,CAIMITO,10253,144319596,1,NO,sucre,caimito,14431959.600000001
SUCRE,CHALAN,4898,144319596,1,NO,sucre,chalan,14431959.600000001
SUCRE,COLOSO (RICAURTE),8377,144319596,1,NO,sucre,coloso (ricaurte),14431959.600000001
SUCRE,COROZAL,50149,824683400,1,SI,sucre,corozal,82468340.0
SUCRE,COVEÑAS,14285,144319596,1,NO,sucre,covenas,14431959.600000001
SUCRE,EL ROBLE,9547,144319596,1,NO,sucre,el roble,14431959.600000001
SUCRE,GALERAS (NUEVA GRANADA),18379,144319596,1,NO,sucre,galeras (nueva granada),14431959.600000001
SUCRE,GUARANDA,14983,144319596,1,NO,sucre,guaranda,14431959.600000001
SUCRE,LA UNION,10848,144319596,1,NO,sucre,la union,14431959.600000001
SUCRE,LOS PALMITOS,19745,144319596,1,NO,sucre,los palmitos,14431959.600000001
SUCRE,MAJAGUAL,29149,274894466,1,SI,sucre,majagual,27489446.6
SUCRE,MORROA,15511,144319596,1,NO,sucre,morroa,14431959.600000001
SUCRE,OVEJAS,23051,144319596,1,NO,sucre,ovejas,14431959.600000001
SUCRE,PALMITO,12474,144319596,1,NO,sucre,palmito,14431959.600000001
SUCRE,SAMPUES,35646,274894466,1,SI,sucre,sampues,27489446.6
SUCRE,SAN BENITO ABAD,20601,144319596,1,NO,sucre,san benito abad,14431959.600000001
SUCRE,SAN JUAN DE BETULIA (BETULIA),12190,144319596,1,NO,sucre,san juan de betulia (betulia),14431959.600000001
SUCRE,SAN MARCOS,48486,274894466,1,SI,sucre,san marcos,27489446.6
SUCRE,SAN ONOFRE,46937,274894466,1,SI,sucre,san onofre,27489446.6
SUCRE,SAN PEDRO,17487,144319596,1,NO,sucre,san pedro,14431959.600000001
SUCRE,SINCE,27944,274894466,1,SI,sucre,since,27489446.6
SUCRE,SINCELEJO,218317,1647076017,1,SI,sucre,sincelejo,164707601.70000002
SUCRE,SUCRE,21674,144319596,1,NO,sucre,sucre,14431959.600000001
SUCRE,TOLU,25628,274894466,1,SI,sucre,tolu,27489446.6
SUCRE,TOLUVIEJO,20993,144319596,1,NO,sucre,toluviejo,14431959.600000001
TOLIMA,ALPUJARRA,3776,144319596,1,NO,tolima,alpujarra,14431959.600000001
TOLIMA,ALVARADO,8771,144319596,1,NO,tolima,alvarado,14431959.600000001
TOLIMA,AMBALEMA,6714,144319596,1,NO,tolima,ambalema,14431959.600000001
TOLIMA,ANZOATEGUI,8542,144319596,1,NO,tolima,anzoategui,14431959.600000001
TOLIMA,ARMERO (GUAYABAL),10661,144319596,1,NO,tolima,armero (guayabal),14431959.600000001
TOLIMA,ATACO,15972,144319596,1,NO,tolima,ataco,14431959.600000001
TOLIMA,CAJAMARCA,17154,144319596,1,NO,tolima,cajamarca,14431959.600000001
TOLIMA,CARMEN DE APICALA,10141,144319596,1,NO,tolima,carmen de apicala,14431959.600000001
TOLIMA,CASABIANCA,5623,144319596,1,NO,tolima,casabianca,14431959.600000001
TOLIMA,CHAPARRAL,41027,274894466,1,SI,tolima,chaparral,27489446.6
TOLIMA,COELLO,8335,144319596,1,NO,tolima,coello,14431959.600000001
TOLIMA,COYAIMA,17997,144319596,1,NO,tolima,coyaima,14431959.600000001
TOLIMA,CUNDAY,7267,144319596,1,NO,tolima,cunday,14431959.600000001
TOLIMA,DOLORES,7038,144319596,1,NO,tolima,dolores,14431959.600000001
TOLIMA,ESPINAL,62144,824683400,1,SI,tolima,espinal,82468340.0
TOLIMA,FALAN,6226,144319596,1,NO,tolima,falan,14431959.600000001
TOLIMA,FLANDES,19193,144319596,1,NO,tolima,flandes,14431959.600000001
TOLIMA,FRESNO,27999,274894466,1,SI,tolima,fresno,27489446.6
TOLIMA,GUAMO,26334,274894466,1,SI,tolima,guamo,27489446.6
TOLIMA,HERVEO,5781,144319596,1,NO,tolima,herveo,14431959.600000001
TOLIMA,HONDA,22908,144319596,1,NO,tolima,honda,14431959.600000001
TOLIMA,IBAGUE,454960,1862410015,1,SI,tolima,ibague,186241001.5
TOLIMA,ICONONZO,9299,144319596,1,NO,tolima,icononzo,14431959.600000001
TOLIMA,LERIDA,15614,144319596,1,NO,tolima,lerida,14431959.600000001
TOLIMA,LIBANO,33801,274894466,1,SI,tolima,libano,27489446.6
TOLIMA,MARIQUITA,30298,274894466,1,SI,tolima,mariquita,27489446.6
TOLIMA,MELGAR,31915,274894466,1,SI,tolima,melgar,27489446.6
TOLIMA,MURILLO,3893,144319596,1,NO,tolima,murillo,14431959.600000001
TOLIMA,NATAGAIMA,15408,144319596,1,NO,tolima,natagaima,14431959.600000001
TOLIMA,ORTEGA,23790,144319596,1,NO,tolima,ortega,14431959.600000001
TOLIMA,PALOCABILDO,8403,144319596,1,NO,tolima,palocabildo,14431959.600000001
TOLIMA,PIEDRAS,5730,144319596,1,NO,tolima,piedras,14431959.600000001
TOLIMA,PLANADAS,23660,144319596,1,NO,tolima,planadas,14431959.600000001
TOLIMA,PRADO,8096,144319596,1,NO,tolima,prado,14431959.600000001
TOLIMA,PURIFICACION,20644,144319596,1,NO,tolima,purificacion,14431959.600000001
TOLIMA,RIOBLANCO,18073,144319596,1,NO,tolima,rioblanco,14431959.600000001
TOLIMA,RONCESVALLES,4461,144319596,1,NO,tolima,roncesvalles,14431959.600000001
TOLIMA,ROVIRA,21238,144319596,1,NO,tolima,rovira,14431959.600000001
TOLIMA,SALDAÑA,12996,144319596,1,NO,tolima,saldana,14431959.600000001
TOLIMA,SAN ANTONIO,10683,144319596,1,NO,tolima,san antonio,14431959.600000001
TOLIMA,SAN LUIS,12078,144319596,1,NO,tolima,san luis,14431959.600000001
TOLIMA,SANTA ISABEL,5843,144319596,1,NO,tolima,santa isabel,14431959.600000001
TOLIMA,SUAREZ,4650,144319596,1,NO,tolima,suarez,14431959.600000001
TOLIMA,VALLE DE SAN JUAN,4973,144319596,1,NO,tolima,valle de san juan,14431959.600000001
TOLIMA,VENADILLO,12056,144319596,1,NO,tolima,venadillo,14431959.600000001
TOLIMA,VILLAHERMOSA,7073,144319596,1,NO,tolima,villahermosa,14431959.600000001
TOLIMA,VILLARRICA,5105,144319596,1,NO,tolima,villarrica,14431959.600000001
VALLE,ALCALA,12337,144319596,1,NO,valle,alcala,14431959.600000001
VALLE,ANDALUCIA,20116,144319596,1,NO,valle,andalucia,14431959.600000001
VALLE,ANSERMANUEVO,19298,144319596,1,NO,valle,ansermanuevo,14431959.600000001
VALLE,ARGELIA,6157,144319596,1,NO,valle,argelia,14431959.600000001
VALLE,BOLIVAR,13556,144319596,1,NO,valle,bolivar,14431959.600000001
VALLE,BUENAVENTURA,235673,1647076017,1,SI,valle,buenaventura,164707601.70000002
VALLE,BUGA,108850,1647076017,1,SI,valle,buga,164707601.70000002
VALLE,BUGALAGRANDE,20642,144319596,1,NO,valle,bugalagrande,14431959.600000001
VALLE,CAICEDONIA,28139,274894466,1,SI,valle,caicedonia,27489446.6
VALLE,CALI,1820840,2630764028,1,SI,valle,cali,263076402.8
VALLE,CALIMA (DARIEN),15212,144319596,1,NO,valle,calima (darien),14431959.600000001
VALLE,CANDELARIA,80274,824683400,1,SI,valle,candelaria,82468340.0
VALLE,CARTAGO,120746,1647076017,1,SI,valle,cartago,164707601.70000002
VALLE,DAGUA,37484,274894466,1,SI,valle,dagua,27489446.6
VALLE,EL AGUILA,7796,144319596,1,NO,valle,el aguila,14431959.600000001
VALLE,EL CAIRO,6682,144319596,1,NO,valle,el cairo,14431959.600000001
VALLE,EL CERRITO,55798,824683400,1,SI,valle,el cerrito,82468340.0
VALLE,EL DOVIO,10452,144319596,1,NO,valle,el dovio,14431959.600000001
VALLE,FLORIDA,54752,824683400,1,SI,valle,florida,82468340.0
VALLE,GINEBRA,19059,144319596,1,NO,valle,ginebra,14431959.600000001
VALLE,GUACARI,29917,274894466,1,SI,valle,guacari,27489446.6
VALLE,JAMUNDI,117800,1647076017,1,SI,valle,jamundi,164707601.70000002
VALLE,LA CUMBRE,13940,144319596,1,NO,valle,la cumbre,14431959.600000001
VALLE,LA UNION,28065,274894466,1,SI,valle,la union,27489446.6
VALLE,LA VICTORIA,11840,144319596,1,NO,valle,la victoria,14431959.600000001
VALLE,OBANDO,11320,144319596,1,NO,valle,obando,14431959.600000001
VALLE,PALMIRA,283530,1862410015,1,SI,valle,palmira,186241001.5
VALLE,PRADERA,42763,274894466,1,SI,valle,pradera,27489446.6
VALLE,RESTREPO,16301,144319596,1,NO,valle,restrepo,14431959.600000001
VALLE,RIOFRIO,16171,144319596,1,NO,valle,riofrio,14431959.600000001
VALLE,ROLDANILLO,30793,274894466,1,SI,valle,roldanillo,27489446.6
VALLE,SAN PEDRO,15344,144319596,1,NO,valle,san pedro,14431959.600000001
VALLE,SEVILLA,38246,274894466,1,SI,valle,sevilla,27489446.6
VALLE,TORO,13091,144319596,1,NO,valle,toro,14431959.600000001
VALLE,TRUJILLO,16788,144319596,1,NO,valle,trujillo,14431959.600000001
VALLE,TULUA,173284,1647076017,1,SI,valle,tulua,164707601.70000002
VALLE,ULLOA,5080,144319596,1,NO,valle,ulloa,14431959.600000001
VALLE,VERSALLES,7801,144319596,1,NO,valle,versalles,14431959.600000001
VALLE,VIJES,11236,144319596,1,NO,valle,vijes,14431959.600000001
