Nombre,Cargo,Sexo,Departamento,Ciudades,Tipo de Agrupación,Nombre de Agrupación,Contar_x,201 - Gastos de Administración,202 - Gastos de oficina y adquisiciones,203 - Inversión en materiales y publicaciones,204 - Actos públicos,205 - Servicio de transporte y correo,206 - Gastos de capacitación e investigación politica,207 - Gastos judiciales y de rendición de cuentas,208 - Gastos de propaganda electoral,209 - Costos financieros,211 - Otros gastos,Total de Gastos,proportion 201 - Gastos de Administración,proportion 202 - Gastos de oficina y adquisiciones,proportion 203 - Inversión en materiales y publicaciones,proportion 204 - Actos públicos,proportion 205 - Servicio de transporte y correo,proportion 206 - Gastos de capacitación e investigación politica,proportion 207 - Gastos judiciales y de rendición de cuentas,proportion 208 - Gastos de propaganda electoral,proportion 209 - Costos financieros,proportion 211 - Otros gastos,Contar_y,101 - Recursos propios y familiares,102 - Donaciones de particulares,106 - Recursos de origen privado destinado por los partidos,107 - Rendimientos financieros,104 - Ingresos de actos públicos del partido,103 - Créditos de entidades financieras,105 - Financiación estatal - Anticipos,Total de Ingresos,proportion 101 - Recursos propios y familiares,proportion 102 - Donaciones de particulares,proportion 106 - Recursos de origen privado destinado por los partidos,proportion 107 - Rendimientos financieros,proportion 104 - Ingresos de actos públicos del partido,proportion 103 - Créditos de entidades financieras,proportion 105 - Financiación estatal - Anticipos,departamento_normalizado,ciudad_normalizado,DEPARTAMENTO,MUNICIPIO,TOTAL,TOPE GASTOS,MAX_CURUL,GERENTE DE CAMPAÑA,TOPE DONACIONES,Indice_Gastos,Indice_Donaciones,Indice_Cumplimiento_Total
jhon_alexander_guayacan_penagos,Alcaldia_fun,M,Cundinamarca,Macheta,Coalicion Politica,"FIRME POR MACHETA, LA SEGURIDAD Y EL CAMPO MI PRIORIDAD",1.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cundinamarca,macheta,CUNDINAMARCA,MACHETA,6607.0,144319596.0,1.0,NO,14431959.600000001,0.003464532979984229,0.0,0.0017322664899921145
jhon_alexander_murillo_bautista,Alcaldia_fun,M,Putumayo,Puerto Asís,Agrupacion Politica,PARTIDO POLITICO DIGNIDAD & COMPROMISO,15.0,0.0,0.0,0.0,180000.0,0.0,0.0,2611218.0,2268978.0,78073.0,0.0,5138269.0,0.0,0.0,0.0,0.035031252742898436,0.0,0.0,0.5081902095822542,0.4415841210337567,0.015194416641090608,0.0,2.0,5100000.0,0.0,0.0,0.0,0.0,0.0,0.0,5100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,putumayo,puerto asis,PUTUMAYO,PUERTO ASIS,50577.0,824683400.0,1.0,SI,82468340.0,0.006230595886857915,0.0,0.0031152979434289573
jhon_alexander_perez_bello,Alcaldia_fun,M,Boyacá,Socotá,Agrupacion Politica,PARTIDO VERDE OXIGENO,1.0,0.0,0.0,0.0,0.0,15.0,0.0,500000.0,16000000.0,0.0,0.0,16500015.0,0.0,0.0,0.0,0.0,9.090900826453794e-07,0.0,0.03030300275484598,0.9696960881550714,0.0,0.0,5.0,16000020.0,500000.0,0.0,0.0,0.0,0.0,0.0,16500020.0,0.969697006427871,0.030302993572129004,0.0,0.0,0.0,0.0,0.0,boyaca,socota,BOYACA,SOCOTA,5962.0,144319596.0,1.0,NO,14431959.600000001,0.11432969227546895,0.034645329799842285,0.07448751103765562
jhon_alver_martinez_gomez,Alcaldia_fun,M,Cesar,Pueblo Bello,Agrupacion Politica,PARTIDO CENTRO DEMOCRATICO,9.0,2000000.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,9000000.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,4.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,cesar,pueblo bello,CESAR,PUEBLO BELLO,22152.0,144319596.0,1.0,NO,14431959.600000001,0.06236159363971612,0.2771626383987383,0.1697621160192272
jhon_charles_cobos_castellanos,Alcaldia_fun,M,Boyacá,Saboyá,Agrupacion Politica,MOVIMIENTO POLITICO COLOMBIA HUMANA,3.0,0.0,0.0,6240000.0,0.0,0.0,4200000.0,2560000.0,2000000.0,0.0,5000000.0,20000000.0,0.0,0.0,0.312,0.0,0.0,0.21,0.128,0.1,0.0,0.25,2.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,boyaca,saboya,BOYACA,SABOYA,10456.0,144319596.0,1.0,NO,14431959.600000001,0.13858131919936917,0.0,0.06929065959968458
jhon_dairo_valencia_galvis,Alcaldia_fun,M,Antioquia,Santo Domingo,Agrupacion Politica,PARTIDO CONSERVADOR COLOMBIANO,11.0,0.0,5000000.0,0.0,18000000.0,40000000.0,0.0,4000000.0,0.0,0.0,0.0,67000000.0,0.0,0.07462686567164178,0.0,0.26865671641791045,0.5970149253731343,0.0,0.05970149253731343,0.0,0.0,0.0,4.0,89000000.0,0.0,0.0,0.0,0.0,0.0,0.0,89000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,antioquia,santo domingo,ANTIOQUIA,SANTO DOMINGO,9605.0,144319596.0,1.0,NO,14431959.600000001,0.46424741931788666,0.0,0.23212370965894333
jhon_de_jesus_argaez_barrera,Alcaldia_fun,M,Antioquia,Urrao,Agrupacion Politica,PARTIDO NUEVO LIBERALISMO,43.0,2334525.0,624550.0,0.0,2021036.0,0.0,0.0,0.0,0.0,0.0,0.0,4980111.0,0.4687696720012867,0.12540885132881577,0.0,0.40582147666989754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,antioquia,urrao,ANTIOQUIA,URRAO,25612.0,274894466.0,1.0,SI,27489446.6,0.018116446913121927,0.0,0.009058223456560963
jhon_eddison_ortega_jacome,Gobernación,M,Norte de Santander,Desconocido,Coalicion Politica,UN NUEVO NORTE,86.0,31208742.0,5010609.0,0.0,0.0,0.0,0.0,21000000.0,514579318.0,166398.0,0.0,571965067.0,0.054564070081573705,0.008760340952780601,0.0,0.0,0.0,0.0,0.03671552899226274,0.8996691366117994,0.0002909233615835493,0.0,7.0,132000012.0,26883733.0,0.0,0.0,0.0,0.0,0.0,158883745.0,0.8307962025945448,0.16920379740545516,0.0,0.0,0.0,0.0,0.0,norte de santander,desconocido,,,,,,,,,,
jhon_edinson_cervantes_ospino,Alcaldia_fun,M,Magdalena,San Zenón,Agrupacion Politica,PARTIDO CONSERVADOR COLOMBIANO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,950000.0,0.0,0.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.8260869565217391,0.0,0.0,1.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,1150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,magdalena,san zenon,MAGDALENA,SAN ZENON,9358.0,144319596.0,1.0,NO,14431959.600000001,0.007968425853963726,0.0,0.003984212926981863
jhon_edwin_pinillo_gonzalez,Alcaldia_fun,M,Nariño,El Charco,Agrupacion Politica,PARTIDO POLITICO DIGNIDAD & COMPROMISO,8.0,1468000.0,0.0,0.0,0.0,815000.0,0.0,0.0,0.0,0.0,734000.0,3017000.0,0.48657606894265826,0.0,0.0,0.0,0.2701358965860126,0.0,0.0,0.0,0.0,0.24328803447132913,3.0,0.0,13872417.0,0.0,0.0,0.0,0.0,0.0,13872417.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,narino,el charco,NARIÑO,EL CHARCO,18021.0,144319596.0,1.0,NO,14431959.600000001,0.020904992001224837,0.9612289241718774,0.49106695808655115
jhon_ermel_rios_cubillos,Alcaldia_fun,M,Meta,Puerto López,Agrupacion Politica,PARTIDO ALIANZA VERDE,6.0,2320000.0,5003000.0,0.0,4800000.0,8955735.0,6000000.0,9480000.0,44183000.0,0.0,0.0,80741735.0,0.028733591122360697,0.06196299844188387,0.0,0.059448809218677304,0.11091828779750645,0.07431101152334663,0.11741139820688767,0.5472139036893374,0.0,0.0,,,,,,,,,,,,,,,,,meta,puerto lopez,META,PUERTO LOPEZ,25445.0,274894466.0,1.0,SI,27489446.6,0.29371902670459726,,
jhon_ever_calderon_valencia,Alcaldia_fun,M,Putumayo,Villagarzón,Agrupacion Politica,PARTIDO COLOMBIA RENACIENTE,21.0,0.0,620400.0,0.0,7885000.0,700000.0,0.0,1200000.0,14859000.0,0.0,0.0,25264400.0,0.0,0.02455629264894476,0.0,0.31209923845410936,0.0277069710739222,0.0,0.04749766469815234,0.5881398331248714,0.0,0.0,1.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,putumayo,villagarzon,PUTUMAYO,VILLAGARZON,19919.0,144319596.0,1.0,NO,14431959.600000001,0.1750586940390271,0.0,0.08752934701951355
jhon_faver_sanchez_jimenez,Alcaldia_fun,M,Huila,La Argentina,Agrupacion Politica,PARTIDO LIBERAL COLOMBIANO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,huila,la argentina (plata vieja),HUILA,LA ARGENTINA (PLATA VIEJA),12665.0,144319596.0,1.0,NO,14431959.600000001,0.013858131919936916,0.0,0.006929065959968458
jhon_feiber_urrea_cifuentes,Alcaldia_fun,M,Boyacá,Puerto Boyacá,Coalicion Politica,LA FUERZA DEL FUTURO,34.0,15913880.0,4500000.0,0.0,104949150.0,47810644.0,0.0,9000000.0,47860000.0,270618.0,0.0,230304292.0,0.06909936354985516,0.019539366639332974,0.0,0.45569776007474494,0.20759771163969448,0.0,0.03907873327866595,0.2078120194129947,0.0011750454047117801,0.0,11.0,204100000.0,37724524.0,0.0,0.0,0.0,0.0,0.0,241824524.0,0.8440004207348301,0.15599957926516997,0.0,0.0,0.0,0.0,0.0,boyaca,puerto boyaca,BOYACA,PUERTO BOYACA,38741.0,274894466.0,1.0,SI,27489446.6,0.8377916636561173,1.3723275171352485,1.1050595903956828
jhon_freddy_correa_suarez,Alcaldia_fun,M,Quindío,Génova,Coalicion Politica,CONFIANZA POR GENOVA,3.0,11500000.0,0.0,0.0,5000000.0,8000000.0,0.0,6900000.0,15000000.0,0.0,0.0,46400000.0,0.2478448275862069,0.0,0.0,0.10775862068965517,0.1724137931034483,0.0,0.14870689655172414,0.3232758620689655,0.0,0.0,1.0,35000000.0,11400000.0,0.0,0.0,0.0,0.0,0.0,46400000.0,0.7543103448275862,0.24568965517241378,0.0,0.0,0.0,0.0,0.0,quindio,genova,QUINDIO,GENOVA,7504.0,144319596.0,1.0,NO,14431959.600000001,0.32150866054253646,0.7899135194364041,0.5557110899894703
jhon_freddy_saldaña_leopardo,Alcaldia_fun,M,Caldas,La Dorada,Coalicion Politica,LA FUERZA DE LAS IDEAS,11.0,11000000.0,0.0,0.0,20000000.0,18000000.0,0.0,13000000.0,18700000.0,501414.3,0.0,81201414.3,0.13546562082478408,0.0,0.0,0.2463011287723347,0.22167101589510124,0.0,0.16009573370201755,0.23029155540213295,0.006174945403629503,0.0,9.0,8000000.0,73300000.0,0.0,0.0,0.0,0.0,0.0,81300000.0,0.0984009840098401,0.9015990159901599,0.0,0.0,0.0,0.0,0.0,caldas,la dorada,CALDAS,LA DORADA,58302.0,824683400.0,1.0,SI,82468340.0,0.09846374293456131,0.8888259421736875,0.4936448425541244
jhon_fredis_cordoba_perea,Alcaldia_fun,M,Antioquia,Apartadó,Agrupacion Politica,PARTIDO POLITICO GENTE EN MOVIMIENTO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,antioquia,apartado,ANTIOQUIA,APARTADO,105864.0,1647076017.0,1.0,SI,164707601.70000002,6.071365193097824e-05,0.0006071365193097823,0.0003339250856203803
jhon_fredy_arango_trujillo,Gobernación,M,Vaupés,Desconocido,Agrupacion Politica,PARTIDO ALIANZA VERDE,51.0,12667000.0,3485300.0,15834926.0,491000.0,23137000.0,0.0,0.0,4594400.0,0.0,505000.0,60714626.0,0.2086317718567516,0.05740461944046234,0.260809084124145,0.008087013498197288,0.38107786417065304,0.0,0.0,0.07567204646867132,0.0,0.00831760044111941,14.0,28720000.0,83316000.0,0.0,0.0,0.0,0.0,0.0,112036000.0,0.25634617444392876,0.7436538255560713,0.0,0.0,0.0,0.0,0.0,vaupes,desconocido,,,,,,,,,,
jhon_fredy_chingate_romero,Alcaldia_fun,M,Cundinamarca,Granada,Coalicion Politica,ACUERDO DE COALICION,48.0,13100000.0,5900000.0,0.0,29110000.0,0.0,0.0,0.0,11500000.0,92000.0,0.0,59702000.0,0.21942313490335333,0.09882415999464005,0.0,0.4875883554989783,0.0,0.0,0.0,0.19262336270141703,0.0015409869016113362,0.0,7.0,25000000.0,40400000.0,0.0,0.0,0.0,0.0,0.0,65400000.0,0.382262996941896,0.617737003058104,0.0,0.0,0.0,0.0,0.0,cundinamarca,granada,CUNDINAMARCA,GRANADA,6560.0,144319596.0,1.0,NO,14431959.600000001,0.4136790959420369,2.7993426478272565,1.6065108718846468
jhon_fredy_ibarguen_mosquera,Alcaldia_fun,M,Chocó,Riosucio,Agrupacion Politica,PARTIDO LIBERAL COLOMBIANO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17000000.0,0.0,0.0,0.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,17000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,choco,riosucio,CHOCO,RIOSUCIO,21885.0,144319596.0,1.0,NO,14431959.600000001,0.11779412131946378,0.0,0.05889706065973189
jhon_fredy_marin_aricapa,Alcaldia_fun,M,Antioquia,Necoclí,Agrupacion Politica,PARTIDO NUEVO LIBERALISMO,6.0,15000000.0,0.0,0.0,68300000.0,41000000.0,0.0,6000000.0,37000000.0,0.0,0.0,167300000.0,0.08965929468021518,0.0,0.0,0.4082486551105798,0.24506873879258817,0.0,0.03586371787208607,0.22115959354453077,0.0,0.0,1.0,164300000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,167300000.0,0.982068141063957,0.017931858936043037,0.0,0.0,0.0,0.0,0.0,antioquia,necocli,ANTIOQUIA,NECOCLI,38194.0,274894466.0,1.0,SI,27489446.6,0.6085971916218932,0.1091327898903574,0.3588649907561253
jhon_fredy_murillo_cordoba,Alcaldia_fun,M,Chocó,Unión Panamericana,Agrupacion Politica,PARTIDO LIBERAL COLOMBIANO,16.0,15303336.0,0.0,0.0,0.0,48000000.0,0.0,0.0,19950000.0,0.0,0.0,83253336.0,0.1838164899482226,0.0,0.0,0.0,0.5765534728842577,0.0,0.0,0.23963003716751963,0.0,0.0,1.0,110000000.0,0.0,0.0,0.0,0.0,0.0,0.0,110000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,choco,union panamericana (las animas,CHOCO,UNION PANAMERICANA (LAS ANIMAS,5783.0,144319596.0,1.0,NO,14431959.600000001,0.5768678565314166,0.0,0.2884339282657083
jhon_fredy_pimentel_murillo,Alcaldia_fun,M,Valle del Cauca,Jamundí,Coalicion Politica,JUNTOS CONSTRUYENDO FUTURO,6.0,9300000.0,0.0,0.0,10465000.0,0.0,0.0,4475000.0,5600000.0,158309.0,0.0,29998309.0,0.3100174746516545,0.0,0.0,0.3488529970139317,0.0,0.0,0.14917507516840367,0.18667718903755542,0.005277264128454707,0.0,1.0,0.0,30000000.0,0.0,97.0,0.0,0.0,0.0,30000097.0,0.0,0.9999967666771211,0.0,3.2333228789226914e-06,0.0,0.0,0.0,valle,jamundi,VALLE,JAMUNDI,117800.0,1647076017.0,1.0,SI,164707601.70000002,0.01821306891143932,0.1821409557929347,0.10017701235218701
jhon_fredy_realpe_fernandez,Alcaldia_fun,M,Huila,Isnos,Agrupacion Politica,PARTIDO POLITICO LA FUERZA DE LA PAZ,1.0,3600000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,3800000.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,1.0,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,3800000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,huila,isnos,HUILA,ISNOS,21706.0,144319596.0,1.0,NO,14431959.600000001,0.02633045064788014,0.0,0.01316522532394007
jhon_fredy_rojas_ospina,Alcaldia_fun,M,Chocó,San José del Palmar,Agrupacion Politica,"MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL ""MAIS""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,choco,san jose del palmar,CHOCO,SAN JOSE DEL PALMAR,4379.0,144319596.0,1.0,NO,14431959.600000001,0.0013858131919936916,0.0,0.0006929065959968458
jhon_fredy_valencia_bedoya,Alcaldia_fun,M,Valle del Cauca,Toro,Agrupacion Politica,PARTIDO DEMOCRATA COLOMBIANO,16.0,3000000.0,1617697.0,2550000.0,15880562.0,8320804.0,0.0,5000000.0,20141400.0,0.0,0.0,56510463.0,0.05308751407681795,0.028626504086508724,0.045124386965295256,0.2810198529075934,0.14724359982681437,0.0,0.08847919012802992,0.35641895200894036,0.0,0.0,9.0,35010463.0,21500000.0,0.0,0.0,0.0,0.0,0.0,56510463.0,0.6195394824494713,0.3804605175505287,0.0,0.0,0.0,0.0,0.0,valle,toro,VALLE,TORO,13091.0,144319596.0,1.0,NO,14431959.600000001,0.39156472555535704,1.4897491813932182,0.9406569534742877
jhon_gabriel_molina_acosta,Gobernación,M,Putumayo,Desconocido,Coalicion Politica,COALICION MOV. MOLINA,127.0,153440000.0,0.0,0.0,406800000.0,78000030.0,0.0,10500000.0,488624122.0,2095045.0,1820724.0,1141279921.0,0.1344455441444676,0.0,0.0,0.3564419144810312,0.06834434617202031,0.0,0.009200196907696231,0.4281369653571606,0.0018356977648080431,0.00159533517281603,115.0,88831968.0,1078722274.0,0.0,0.0,0.0,0.0,0.0,1167554242.0,0.07608380390775883,0.9239161960922412,0.0,0.0,0.0,0.0,0.0,putumayo,desconocido,,,,,,,,,,
jhon_galvi_pimienta_jusayu,Alcaldia_fun,M,La Guajira,Manaure,Agrupacion Politica,"PARTIDO DE LA UNION POR LA GENTE ""PARTIDO DE LA U""",14.0,21000000.0,0.0,0.0,72521500.0,253000000.0,0.0,21000000.0,40850000.0,106608.0,0.0,408478108.0,0.051410343880656635,0.0,0.0,0.17754072636862095,0.6193722381812442,0.0,0.051410343880656635,0.10000535940594397,0.00026098828287757345,0.0,20.0,191000000.0,259521500.0,0.0,0.0,0.0,0.0,0.0,450521500.0,0.4239531298728252,0.5760468701271748,0.0,0.0,0.0,0.0,0.0,la guajira,manaure,LA GUAJIRA,MANAURE,59991.0,824683400.0,1.0,SI,82468340.0,0.4953150603007166,3.1469228069826554,1.821118933641686
jhon_guainer_bedoya_murillo,Alcaldia_fun,M,Chocó,Sipí,Agrupacion Politica,PARTIDO DEMOCRATA COLOMBIANO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,choco,sipi,CHOCO,SIPI,2931.0,144319596.0,1.0,NO,14431959.600000001,0.003464532979984229,0.034645329799842285,0.01905493138991326
jhon_haider_taquez_chavez,Alcaldia_fun,M,Nariño,Iles,Coalicion Politica,ILES SOMOS TODOS,10.0,29900000.0,0.0,20000000.0,45725000.0,26896000.0,0.0,0.0,0.0,1000000.0,0.0,123521000.0,0.2420641024603104,0.0,0.16191578759886982,0.37017996939791614,0.21774435116296015,0.0,0.0,0.0,0.00809578937994349,0.0,1.0,89273000.0,0.0,0.0,0.0,0.0,0.0,0.0,89273000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,narino,iles,NARIÑO,ILES,7381.0,144319596.0,1.0,NO,14431959.600000001,0.8558851564412638,0.0,0.4279425782206319
jhon_jaime_palechor_ausecha,Alcaldia_fun,M,Cauca,La Sierra,Agrupacion Politica,"MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL ""MAIS""",4.0,0.0,0.0,0.0,0.0,15000000.0,0.0,5000000.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,1.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cauca,la sierra,CAUCA,LA SIERRA,9286.0,144319596.0,1.0,NO,14431959.600000001,0.13858131919936917,0.0,0.06929065959968458
jhon_jaime_posada_gomez,Alcaldia_fun,M,Antioquia,San Carlos,Agrupacion Politica,MOVIMIENTO POLITICO COLOMBIA HUMANA,3.0,2400000.0,0.0,1199996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3599996.0,0.6666674074082305,0.0,0.33333259259176956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3599996.0,0.0,0.0,0.0,0.0,0.0,0.0,3599996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,antioquia,san carlos,ANTIOQUIA,SAN CARLOS,15276.0,144319596.0,1.0,NO,14431959.600000001,0.02494460973962261,0.0,0.012472304869811305
jhon_jair_trujillo_burbano,Alcaldia_fun,M,Putumayo,Puerto Caicedo,Agrupacion Politica,MOVIMIENTO POLITICO COLOMBIA HUMANA,23.0,488000.0,0.0,0.0,0.0,0.0,0.0,0.0,4230000.0,0.0,33460000.0,38178000.0,0.012782230604012783,0.0,0.0,0.0,0.0,0.0,0.0,0.1107967939651108,0.0,0.8764209754308764,2.0,7025000.0,0.0,0.0,0.0,0.0,0.0,0.0,7025000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,putumayo,puerto caicedo,PUTUMAYO,PUERTO CAICEDO,10294.0,144319596.0,1.0,NO,14431959.600000001,0.2645378802196758,0.0,0.1322689401098379
jhon_jairo_arbelaez_galdino,Alcaldia_fun,M,Amazonas,Leticia,Agrupacion Politica,PARTIDO VERDE OXIGENO,6.0,6000000.0,0.0,0.0,8000000.0,20000000.0,0.0,18000000.0,127203200.0,398400.0,0.0,179601600.0,0.033407274768153514,0.0,0.0,0.04454303302420468,0.11135758256051172,0.0,0.10022182430446054,0.7082520422980642,0.002218243044605393,0.0,4.0,200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,amazonas,leticia,AMAZONAS,LETICIA,42092.0,274894466.0,1.0,SI,27489446.6,0.6533474558924005,0.0,0.32667372794620025
jhon_jairo_arias_betancourt,Alcaldia_fun,M,Quindío,Montenegro,Agrupacion Politica,PARTIDO NUEVO LIBERALISMO,16.0,0.0,0.0,5385000.0,0.0,2000000.0,3000000.0,2800000.0,0.0,0.0,845000.0,14030000.0,0.0,0.0,0.38382038488952247,0.0,0.14255167498218105,0.21382751247327156,0.19957234497505347,0.0,0.0,0.06022808267997149,1.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,quindio,montenegro,QUINDIO,MONTENEGRO,35856.0,274894466.0,1.0,SI,27489446.6,0.05103776807205715,0.0,0.025518884036028575
jhon_jairo_arias_roa,Alcaldia_fun,M,Cundinamarca,Anolaima,Agrupacion Politica,PARTIDO ALIANZA VERDE,1.0,700000.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,1000000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cundinamarca,anolaima,CUNDINAMARCA,ANOLAIMA,12185.0,144319596.0,1.0,NO,14431959.600000001,0.006929065959968458,0.0,0.003464532979984229
jhon_jairo_castaño_florez,Alcaldia_fun,M,Caldas,Neira,Coalicion Politica,NEIRA SOMOS TODOS,30.0,119418.0,551250.0,584600.0,0.0,4576004.0,0.0,0.0,11420000.0,0.0,0.0,17251272.0,0.006922272166365472,0.03195416546675515,0.033887356248281285,0.0,0.2652560344535754,0.0,0.0,0.6619801716650228,0.0,0.0,1.0,8500762.0,0.0,0.0,0.0,0.0,0.0,0.0,8500762.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,caldas,neira,CALDAS,NEIRA,20112.0,144319596.0,1.0,NO,14431959.600000001,0.11953520158135697,0.0,0.059767600790678485
jhon_jairo_charry_diaz,Alcaldia_fun,M,Huila,Aipe,Agrupacion Politica,PARTIDO NUEVO LIBERALISMO,24.0,11194000.0,248000.0,0.0,500000.0,2500000.0,0.0,200000.0,2328000.0,0.0,3070870.0,20040870.0,0.5585585855304684,0.012374712275465088,0.0,0.02494901668440542,0.12474508342202709,0.0,0.009979606673762168,0.11616262168259163,0.0,0.15323037373128012,4.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,huila,aipe,HUILA,AIPE,16238.0,144319596.0,1.0,NO,14431959.600000001,0.13886451012515308,0.0,0.06943225506257654
jhon_jairo_chota_lorenzo,Alcaldia_fun,M,Amazonas,Leticia,Agrupacion Politica,"MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA ""AICO""",3.0,0.0,0.0,0.0,4850000.0,0.0,0.0,500000.0,1056500.0,0.0,0.0,6406500.0,0.0,0.0,0.0,0.7570436275657535,0.0,0.0,0.07804573480059315,0.16491063763365332,0.0,0.0,4.0,15926000.0,0.0,0.0,0.0,0.0,0.0,0.0,15926000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,amazonas,leticia,AMAZONAS,LETICIA,42092.0,274894466.0,1.0,SI,27489446.6,0.023305307281085826,0.0,0.011652653640542913
